Chromosome	Approved_Gene_Symbol	OMIM_INFO
chr10	GRID1	610659.0 | GRID1, KIAA1220 | Glutamate receptor, inotropic, delta 1 | 2894.0 | ENSG00000182771 | nan | nan
chr10	MIR346	611190.0 | MIR346 | Micro RNA 346 | 442911.0 | ENSG00000199104 | nan | nan
chr10	WAPL	610754.0 | WAPAL, KIAA0261, FOE, WAPL | Wings apart-like protein, Drosophila, homolog of | 23063.0 | ENSG00000062650 | nan | nan
chr10	OPN4	606665.0 | OPN4 | Opsin 4 | 94233.0 | ENSG00000122375 | nan | nan
chr10	LDB3	605906.0 | LDB3, ZASP, CYPHER, KIAA01613, MFM4, CMD1C, CMH24, LVNC3 | LIM domain binding 3 | 11155.0 | ENSG00000122367 | nan | Left ventricular noncompaction 3, 601493 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 24, 601493 (3), Autosomal dominant; Myopathy, myofibrillar, 4, 609452 (3), Autosomal dominant; Cardiomyopathy, dilated, 1C, with or without LVNC, 601493 (3), Autosomal dominant
chr10	BMPR1A	601299.0 | BMPR1A, ACVRLK3, ALK3 | Bone morphogenetic protein receptor, type IA | 657.0 | ENSG00000107779 | nan | Polyposis syndrome, hereditary mixed, 2, 610069 (3); Polyposis, juvenile intestinal, 174900 (3), Autosomal dominant
chr10	MMRN2	608925.0 | MMRN2 | Multimerin 2 | 79812.0 | ENSG00000173269 | nan | nan
chr10	SNCG	602998.0 | SNCG, BCSG1 | Synuclein, gamma (breast cancer-specific gene 1) | 6623.0 | ENSG00000173267 | nan | nan
chr10	GLUD1	138130.0 | GLUD1 | Glutamate dehydrogenase-1 | 2746.0 | ENSG00000148672 | pseudogene on Xq26-q28 | Hyperinsulinism-hyperammonemia syndrome, 606762 (3), Autosomal dominant
chr10	SHLD2	618029.0 | SHLD2, RINN2, FAM35A | Shield complex, subunit 2 | 54537.0 | ENSG00000122376 | nan | nan
chr10	MINPP1	605391.0 | MINPP1, HIPER1, PCH16 | Multiple inositol polyphosphate phosphatase 1 | 9562.0 | ENSG00000107789 | nan | {Thyroid carcinoma, follicular}, 188470 (3), Somatic mutation, Autosomal dominant; Pontocerebellar hypoplasia, type 16, 619527 (3), Autosomal recessive
chr10	PAPSS2	603005.0 | PAPSS2, ATPSK2, BCYM4 | 3'-phosphoadenosine 5'-phosphosulfate synthase 2 | 9060.0 | ENSG00000198682 | nan | Brachyolmia 4 with mild epiphyseal and metaphyseal changes, 612847 (3), Autosomal recessive
chr10	IDDM24	613006.0 | IDDM24 | Diabetes mellitus, insulin-dependent, 24 | 100303715.0 | nan | associated with rs10509540 | {Diabetes mellitus, insulin-dependent, 24}, 613006 (2)
chr10	MLDHR	620760.0 | MLDHR, MP31, PTENURF | Mitochondrial lactate dehydrogenase regulator | 133834869.0 | nan | nan | nan
chr10	RCM2	609578.0 | RCM2 | Cardiomyopathy, familial restrictive, 2 | 619468.0 | nan | max lod at D10S1242 | Cardiomyopathy, familial restrictive, 2, 609578 (2)
chr10	ATAD1	614452.0 | ATAD1, THORASE, HKPX4 | ATPase family, AAA domain-containing, member 1 | 84896.0 | ENSG00000138138 | nan | Hyperekplexia 4, 618011 (3), Autosomal recessive
chr10	KLLN	612105.0 | KLLN, CWS4 | Killin | 100144748.0 | ENSG00000227268 | nan | Cowden syndrome 4, 615107 (3)
chr10	PTEN	601728.0 | PTEN, MMAC1, GLM2, CWS1 | Phosphatase and tensin homolog (mutated in multiple advanced cancers 1) | 5728.0 | ENSG00000171862 | nan | {Glioma susceptibility 2}, 613028 (3), Autosomal dominant; {Meningioma}, 607174 (3), Autosomal dominant; Cowden syndrome 1, 158350 (3), Autosomal dominant; Lhermitte-Duclos disease, 158350 (3), Autosomal dominant; Prostate cancer, somatic, 176807 (3); Macrocephaly/autism syndrome, 605309 (3), Autosomal dominant
chr10	RNLS	609360.0 | RNLS, C10orf59 | Renalase | 55328.0 | ENSG00000184719 | nan | nan
chr10	LIPJ	613921.0 | LIPJ, LIPL1 | Lipase J | 142910.0 | ENSG00000204022 | nan | nan
chr10	LIPF	601980.0 | LIPF | Lipase F, gastric type | 8513.0 | ENSG00000182333 | nan | nan
chr10	LIPK	613922.0 | LIPK, LIPL2 | Lipase family, member K | 643414.0 | ENSG00000204021 | nan | nan
chr10	LIPN	613924.0 | LIPN, LIPL4, ARCI8, LI4 | Lipase family, member N | 643418.0 | ENSG00000204020 | nan | Ichthyosis, congenital, autosomal recessive 8, 613943 (3), Autosomal recessive
chr10	LIPM	613923.0 | LIPM, LIPL3 | Lipase family, member M | 340654.0 | ENSG00000173239 | nan | nan
chr10	STAMBPL1	612352.0 | STAMBPL1, KIAA1373 | STAM-binding protein-like 1 | 57559.0 | ENSG00000138134 | nan | nan
chr10	ACTA2	102620.0 | ACTA2, ACTSA, AAT6, MYMY5, SMDYS | Actin, alpha-2, smooth muscle, aorta | 59.0 | ENSG00000107796 | nan | Smooth muscle dysfunction syndrome, 613834 (3), Autosomal dominant; Aortic aneurysm, familial thoracic 6, 611788 (3), Autosomal dominant; Moyamoya disease 5, 614042 (3)
chr10	FAS	134637.0 | FAS, TNFRSF6, APT1, CD95, ALPS1A | Fas cell surface death receptor | 355.0 | ENSG00000026103 | nan | Squamous cell carcinoma, burn scar-related, somatic (3); Autoimmune lymphoproliferative syndrome, type IA, 601859 (3), Autosomal dominant; {Autoimmune lymphoproliferative syndrome}, 601859 (3), Autosomal dominant
chr10	CH25H	604551.0 | CH25H | Cholesterol 25-hydroxylase | 9023.0 | ENSG00000138135 | nan | nan
chr10	LIPA	613497.0 | LIPA, CESD | Lipase A, lysosomal acid, cholesterol esterase | 3988.0 | ENSG00000107798 | ?close to GOT | Wolman disease, 620151 (3), Autosomal recessive; Cholesteryl ester storage disease, 278000 (3), Autosomal recessive
chr10	IFIT2	147040.0 | IFIT2, IFI54, G10P2 | Interferon-induced protein with tetratricopeptide repeats 2 | 3433.0 | ENSG00000119922 | nan | nan
chr10	IFIT3	604650.0 | IFIT4 | Interferon-induced protein with tetratricopeptide repeats 4 | 3437.0 | ENSG00000119917 | nan | nan
chr10	IFIT1	147690.0 | IFIT1, IFI56, G10P1, IFNAI1 | Interferon-induced protein with tetratricopeptide repeats 1 | 3434.0 | ENSG00000185745 | 10q25-q26 = conflicting site | nan
chr10	IFIT5	616135.0 | IFIT5, RI58, ISG58 | Interferon-induced protein with tetratricopeptide repeats 5 | 24138.0 | ENSG00000152778 | nan | nan
chr10	SLC16A12	611910.0 | SLC16A12, MCT12, CTRCT47 | Solute carrier family 16 (monocarboxylic acid transporter), member 12 | 387700.0 | ENSG00000152779 | mutation identified in 1 CTRCT47 family | Cataract 47, juvenile, with microcornea, 612018 (3), Autosomal dominant
chr10	PANK1	606160.0 | PANK1 | Pantothenate kinase 1 | 53354.0 | ENSG00000152782 | nan | nan
chr10	MIR107	613189.0 | MIR107, MIRN107 | Micro RNA 107 | 406901.0 | ENSG00000198997 | nan | nan
chr10	KIF20B	605498.0 | MPHOSPH1, MPP1 | M-phase phosphoprotein 1 | 9585.0 | ENSG00000138182 | nan | nan
chr10	HTR7	182137.0 | HTR7 | 5-hydroxytryptamine (serotonin) receptor-7, adenylate cyclase-coupled | 3363.0 | ENSG00000148680 | nan | nan
chr10	RPP30	606115.0 | RPP30 | Ribonuclease P/MRP subunit p30 | 10556.0 | ENSG00000148688 | nan | nan
chr10	ANKRD1	609599.0 | ANKRD1, CARP | Ankyrin repeat domain-containing protein 1 | 27063.0 | ENSG00000148677 | nan | nan
chr10	PCGF5	617407.0 | PCGF5 | Polycomb group ring finger protein 5 | 84333.0 | ENSG00000180628 | nan | nan
chr10	HECTD2	620876.0 | HECTD2 | HECT domain E3 ubiquitin protein ligase 2 | 143279.0 | ENSG00000165338 | nan | nan
chr10	PPP1R3C	602999.0 | PPP1R3C, PPP1R5 | Phosphatase 1, regulatory subunit 3C | 5507.0 | ENSG00000119938 | nan | nan
chr10	TNKS2	607128.0 | TNKS2, TANK2, TNKL | Tankyrase 2 | 80351.0 | ENSG00000107854 | nan | nan
chr10	FGFBP3	620879.0 | FGFBP3 | Fibroblast growth factor-binding protein 3 | 143282.0 | ENSG00000174721 | nan | nan
chr10	BTAF1	605191.0 | BTAF1, TAFII170, TAF172, MOT1 | BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kD (Mot1, S. cerevisiae, homolog of) | 9044.0 | ENSG00000095564 | nan | nan
chr10	CPEB3	610606.0 | CPEB3, KIAA0940 | Cytoplasmic polyadenylation element-binding protein 3 | 22849.0 | ENSG00000107864 | nan | nan
chr10	MARCHF5	610637.0 | MARCH5 | Membrane-associated RING-CH finger protein 5 | 54708.0 | ENSG00000198060 | nan | nan
chr10	IDE	146680.0 | IDE | Insulin-degrading enzyme | 3416.0 | ENSG00000119912 | nan | nan
chr10	KIF11	148760.0 | KIF11, KNSL1, MCLMR | Kinesin family member 11 | 3832.0 | ENSG00000138160 | nan | Microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development, 152950 (3), Autosomal dominant
chr10	HHEX	604420.0 | HHEX, PRHX, PRH | Hematopoietically expressed homeobox | 3087.0 | ENSG00000152804 | nan | nan
chr10	EXOC6	609672.0 | EXOC6, SEC15L1, SEC15L, SEC15 | Exocyst complex component 6 | 54536.0 | ENSG00000138190 | nan | nan
chr10	CYP26C1	608428.0 | CYP26C1, FFDD4 | Cytochrome P450, subfamily XXVIC, polypeptide 1 | 340665.0 | ENSG00000187553 | nan | Focal facial dermal dysplasia 4, 614974 (3), Autosomal recessive
chr10	CYP26A1	602239.0 | CYP26A1 | Cytochrome p450, subfamily XXVIA, polypeptide 1 | 1592.0 | ENSG00000095596 | nan | nan
chr10	MYOF	604603.0 | MYOF, FER1L3, HAE7 | Myoferlin | 26509.0 | ENSG00000138119 | mutation identified in 1 HAE7 family | ?Angioedema, hereditary, 7, 619366 (3), Autosomal dominant
chr10	CEP55	610000.0 | CEP55, MARCH | Centrosomal protein, 55kD | 55165.0 | ENSG00000138180 | nan | Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly, 236500 (3), Autosomal recessive
chr10	FFAR4	609044.0 | FFAR4, O3FAR1, GPR120, PGR4, BMIQ10 | Free fatty acid receptor 4 | 338557.0 | ENSG00000186188 | nan | {Obesity, susceptibility to}, 607514 (3)
chr10	RBP4	180250.0 | RBP4, RDCCAS, MCOPCB10 | Retinol-binding protein-4, interstitial | 5950.0 | ENSG00000138207 | just centromeric of CYP2C cluster | Microphthalmia/coloboma 10, 616428 (3), Autosomal dominant; Retinal dystrophy, iris coloboma, and comedogenic acne syndrome, 615147 (3), Autosomal recessive
chr10	PDE6C	600827.0 | PDE6C, PDEA2, COD4 | Phosphodiesterase 6C | 5146.0 | ENSG00000095464 | nan | Cone dystrophy 4, 613093 (3), Autosomal recessive
chr10	FRA10AC1	608866.0 | FRA10AC1, FRA10A, C10orf4, NEDGFC | FRA10A associated CGG repeat 1 | 118924.0 | ENSG00000148690 | nan | Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities, 620113 (3), Autosomal recessive
chr10	LGI1	604619.0 | LGI1, EPT, ETL1, ADLTE, ADPEAF | Leucine-rich gene, glioma-inactivated, 1 | 9211.0 | ENSG00000108231 | nan | Epilepsy, familial temporal lobe, 1, 600512 (3), Autosomal dominant
chr10	SLC35G1	617167.0 | SLC35G1, POST, TMEM20, C10orf60 | Solute carrier family 35, member G1 | 159371.0 | ENSG00000176273 | nan | nan
chr10	PLCE1	608414.0 | PLCE1, KIAA1516, NPHS3 | Phospholipase C, epsilon-1 | 51196.0 | ENSG00000138193 | nan | Nephrotic syndrome, type 3, 610725 (3), Autosomal recessive
chr10	NOC3L	610769.0 | NOC3L, FAD24 | NOC3-like DNA replication regulator | 64318.0 | ENSG00000173145 | nan | nan
chr10	TBC1D12	620003.0 | TBC1D12, KIAA0608 | TBC1 domain family, member 12 | 23232.0 | ENSG00000108239 | nan | nan
chr10	HELLS	603946.0 | HELLS, LSH, ICF4 | Helicase, lymphoid-specific | 3070.0 | ENSG00000119969 | nan | Immunodeficiency-centromeric instability-facial anomalies syndrome 4, 616911 (3), Autosomal recessive
chr10	CYP2C18	601131.0 | CYP2C18 | Cytochrome P450, subfamily IIC, polypeptide 18 | 1562.0 | ENSG00000108242 | nan | nan
chr10	CYP2C19	124020.0 | CYP2C, CYP2C19 | Cytochrome P450, subfamily IIC (mephenytoin 4'-hydroxylase) | 1557.0 | ENSG00000165841 | 4 genes in order: cen-C18-C19-C9-C8-tel | Proguanil poor metabolizer, 609535 (3), Autosomal recessive; Mephenytoin poor metabolizer, 609535 (3), Autosomal recessive; Clopidogrel, impaired responsiveness to, 609535 (3), Autosomal recessive; Omeprazole poor metabolizer, 609535 (3), Autosomal recessive
chr10	CYP2C9	601130.0 | CYP2C9 | Cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 9 | 1559.0 | ENSG00000138109 | nan | Warfarin sensitivity, 122700 (3), Autosomal dominant; Tolbutamide poor metabolizer (3)
chr10	CYP2C8	601129.0 | CYP2C8, CYP2C8DM | Cytochrome P450, subfamily IIc, polypeptide 8 | 1558.0 | ENSG00000138115 | nan | {Drug metabolism, altered, CYP2C8-related}, 618018 (3)
chr10	PDLIM1	605900.0 | PDLIM1, CLP36, CLIM1 | PDZ and LIM domain protein 1 | 9124.0 | ENSG00000107438 | nan | nan
chr10	AD6	605526.0 | AD6 | Alzheimer disease 6 | 64851.0 | nan | nan | Alzheimer disease 6, 605526 (2)
chr10	CMTD1A	620378.0 | CMTD1A | Charcot-Marie-Tooth disease, dominant intermediate A | 130068899.0 | nan | nan | Charcot-Marie-Tooth disease, dominant intermediate A, 620378 (2), Autosomal dominant
chr10		619545.0 | HYPOFP | Hypoplastic femurs and pelvis | nan | nan | duplication of ~500kb on 10q24 | Hypoplastic femurs and pelvis, 619545 (4), Autosomal dominant
chr10		246560.0 | SHFM3, SHSF3, DUP10q24, C10DUPq24 | Split-hand/foot malformation 3 (Chromosome 10q24 duplication syndrome) | nan | nan | contiguous gene duplication syndrome | Split-hand/foot malformation 3, gene duplication syndrome, 246560 (4), Autosomal dominant
chr10	SORBS1	605264.0 | SORBS1, SH3D5, SH3P12, KIAA1296 | Sorbin and SH3 domain containing 1 | 10580.0 | ENSG00000095637 | nan | nan
chr10	ALDH18A1	138250.0 | ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3 | Aldehyde dehydrogenase 18 family, member A1 (1-pyrroline-5-carboxylate synthetase) | 5832.0 | ENSG00000059573 | GOT1 and GSAS in same pathway | Spastic paraplegia 9A, autosomal dominant, 601162 (3), Autosomal dominant; Cutis laxa, autosomal recessive, type IIIA, 219150 (3), Autosomal recessive; Spastic paraplegia 9B, autosomal recessive, 616586 (3), Autosomal recessive; Cutis laxa, autosomal dominant 3, 616603 (3), Autosomal dominant
chr10	TCTN3	613847.0 | TCTN3, TECT3, C10orf61, OFD4, JBTS18 | Tectonic family, member 3 | 26123.0 | ENSG00000119977 | nan | Joubert syndrome 18, 614815 (3), Autosomal recessive; Orofaciodigital syndrome IV, 258860 (3), Autosomal recessive
chr10	ENTPD1	601752.0 | ENTPD1, CD39, SPG64 | Ectonucleoside triphosphate diphosphohydrolase 1 (CD39 antigen) | 953.0 | ENSG00000138185 | nan | Spastic paraplegia 64, autosomal recessive, 615683 (3), Autosomal recessive
chr10	CCNJ	620395.0 | CCNJ | Cyclin J | 54619.0 | ENSG00000107443 | nan | nan
chr10	ZNF518A	617733.0 | ZNF518A, KIAA0335 | Zinc finger protein 518A | 9849.0 | ENSG00000177853 | nan | nan
chr10	BLNK	604515.0 | BLNK, SLP65, AGM4 | B-cell linker protein (SH2 domain-containing leukocyte protein, 65kD) | 29760.0 | ENSG00000095585 | mutation identified in 1 AGM4 family | ?Agammaglobulinemia 4, 613502 (3), Autosomal recessive
chr10	DNTT	187410.0 | DNTT, TDT | Terminal deoxynucleotidyltransferase | 1791.0 | ENSG00000107447 | nan | nan
chr10	OPALIN	617200.0 | OPALIN, TMEM10, TMP10 | Oligodendrocytic myelin paranodal and inner loop protein | 93377.0 | ENSG00000197430 | nan | nan
chr10	TLL2	606743.0 | TLL2, KIAA0932 | Tolloid-like 2 | 7093.0 | ENSG00000095587 | nan | nan
chr10	TM9SF3	616872.0 | TM9SF3, SMBP | Transmembrane 9 superfamily, member 3 | 56889.0 | ENSG00000077147 | nan | nan
chr10	PIK3AP1	607942.0 | PIK3AP1, BCAP, FLJ35564 | Phosphoinositide 3-kinase adaptor protein 1 | 118788.0 | ENSG00000155629 | nan | nan
chr10	LCOR	607698.0 | LCOR, MLR2, KIAA1795 | Ligand-dependent nuclear receptor corepressor | 84458.0 | ENSG00000196233 | nan | nan
chr10	SLIT1	603742.0 | SLIT1, SLIL1, MEGF4 | SLIT guidance ligand 1 | 6585.0 | ENSG00000187122 | nan | nan
chr10	ARHGAP19	611587.0 | ARHGAP19 | RHO GTPase-activating protein 19 | 84986.0 | ENSG00000213390 | nan | nan
chr10	FRAT1	602503.0 | FRAT1 | Frequently rearranged in advanced T-cell lymphomas 1 | 10023.0 | ENSG00000165879 | nan | nan
chr10	FRAT2	605006.0 | FRAT2 | Frequently rearranged in advanced T-cell lymphomas 2 | 23401.0 | ENSG00000181274 | nan | nan
chr10	RRP12	617723.0 | RRP12, KIAA0690 | Ribosomal RNA-processing protein 12, S. cerevisiae, homolog of | 23223.0 | ENSG00000052749 | nan | nan
chr10	PGAM1	172250.0 | PGAM1 | Phosphoglycerate mutase A, nonmuscle form | 5223.0 | ENSG00000171314 | nan | nan
chr10	EXOSC1	606493.0 | EXOSC1, CSL4, PCH1F | Exosome component 1 | 51013.0 | ENSG00000171311 | mutation identified in 1 PCH1F patient | ?Pontocerebellar hypoplasia, type 1F, 619304 (3), Autosomal recessive
chr10	ZDHHC16	616750.0 | ZDHHC16, APH2 | Zinc finger DHHC domain-containing protein 16 | 84287.0 | ENSG00000171307 | nan | nan
chr10	MMS19	614777.0 | SLCO1B7, MMS19, MMS19L | Solute carrier organic anion transporter family, member 1B7 | 64210.0 | ENSG00000155229 | nan | nan
chr10	UBTD1	616388.0 | UBTD1 | Ubiquitin domain-containing protein 1 | 80019.0 | ENSG00000165886 | nan | nan
chr10	ANKRD2	610734.0 | ANKRD2, ARPP | Ankyrin repeat domain-containing protein 2 | 26287.0 | ENSG00000165887 | nan | nan
chr10	HOGA1	613597.0 | HOGA1, DHDPSL, HP3 | 4-hydroxy-2-oxoglutarate aldolase 1 | 112817.0 | ENSG00000241935 | nan | Hyperoxaluria, primary, type III, 613616 (3), Autosomal recessive
chr10	MORN4	617736.0 | MORN4, RTP, UTA | MORN repeat-containing protein 4 | 118812.0 | ENSG00000171160 | nan | nan
chr10	PI4K2A	609763.0 | PI4K2A, NEDMSB | Phosphatidylinositol 4-kinase type 2 alpha | 55361.0 | ENSG00000155252 | nan | Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities, 620732 (3), Autosomal recessive
chr10	AVPI1	618537.0 | AVPI1, VIT32 | Arginine vasopressin-induced protein 1 | 60370.0 | ENSG00000119986 | nan | nan
chr10	MARVELD1	616970.0 | MARVELD1, MARVD1 | Marvel domain-containing protein 1 | 83742.0 | ENSG00000155254 | nan | nan
chr10	ZFYVE27	610243.0 | ZFYVE27 | Zinc finger FYVE domain-containing protein 27 | 118813.0 | ENSG00000155256 | nan | nan
chr10	SFRP5	604158.0 | SFRP5, SARP3 | Secreted frizzled-related protein 5 | 6425.0 | ENSG00000120057 | nan | nan
chr10	GOLGA7B	614189.0 | GOLGA7B, C10orf132 | Golgin A7 family, member B | 401647.0 | ENSG00000155265 | nan | nan
chr10	CRTAC1	606276.0 | CRTAC1, CEP68, LOTUS | Cartilage acidic protein 1 | 55118.0 | ENSG00000095713 | nan | nan
chr10	LOXL4	607318.0 | LOXL4 | Lysyl oxidate-like 4 | 84171.0 | ENSG00000138131 | nan | nan
chr10	PYROXD2	617889.0 | PYROXD2, C10orf33, YUEF | Pyridine nucleotide-disulphide oxidoreductase domain-containing protein 2 | 84795.0 | ENSG00000119943 | nan | nan
chr10	HPS1	604982.0 | HPS1 | HPS1 biogenesis of lysosomal organelles complex 3 subunit 1 | 3257.0 | ENSG00000107521 | nan | Hermansky-Pudlak syndrome 1, 203300 (3), Autosomal recessive
chr10	HPSE2	613469.0 | HPSE2, HPA2, UFS1 | Heparanase 2 | 60495.0 | ENSG00000172987 | nan | Urofacial syndrome 1, 236730 (3), Autosomal recessive
chr10	CNNM1	607802.0 | CNNM1, ACDP1 | Cyclin M1 (ancient conserved domain protein 1) | 26507.0 | ENSG00000119946 | nan | nan
chr10	GOT1	138180.0 | GOT1, ASTQTL1 | Glutamic-oxaloacetic transaminase 1, soluble | 2805.0 | ENSG00000120053 | 10q26.1 = conflicting localization | Aspartate aminotransferase, serum level of, QTL1, 614419 (3)
chr10	NKX2-3	606727.0 | NKX2C, NK2.3, CSX3 | NK2, Drosophila, homolog of, C | 159296.0 | ENSG00000119919 | nan | nan
chr10	SLC25A28	609767.0 | SLC25A28, MRS4L, NPD016 | Solute carrier family 25 (mitochondrial carrier), member 28 | 81894.0 | ENSG00000155287 | nan | nan
chr10	ENTPD7	616753.0 | ENTPD7, LALP1 | Ectonucleoside triphosphate diphosphohydrolase 7 | 57089.0 | ENSG00000198018 | nan | nan
chr10	COX15	603646.0 | COX15, MC4DN6 | Cytochrome c oxidase, subunit 15 | 1355.0 | ENSG00000014919 | nan | Mitochondrial complex IV deficiency, nuclear type 6, 615119 (3), Autosomal recessive
chr10	CUTC	610101.0 | CUTC | CutC copper transporter | 51076.0 | ENSG00000119929 | nan | nan
chr10	ABCC2	601107.0 | ABCC2, CMOAT | ATP-binding cassette, subfamily C, member 2 (canalicular multispecific organic anion transporter) | 1244.0 | ENSG00000023839 | nan | Dubin-Johnson syndrome, 237500 (3), Autosomal recessive
chr10	DNMBP	611282.0 | DNMBP, TUBA, KIAA1010, CTRCT48 | Dynamin-binding protein | 23268.0 | ENSG00000107554 | nan | Cataract 48, 618415 (3), Autosomal recessive
chr10	CPN1	603103.0 | CPN1, SCPN, CPN | Carboxypeptidase N, polypeptide 1, 50-kD | 1369.0 | ENSG00000120054 | nan | Carboxypeptidase N deficiency, 212070 (3), Autosomal recessive
chr10	ERLIN1	611604.0 | ERLIN1, SPG62 | Endoplasmic reticulum lipid raft-associated protein 1 | 10613.0 | ENSG00000107566 | nan | Spastic paraplegia 62, autosomal recessive, 615681 (3), Autosomal recessive
chr10	CHUK	600664.0 | CHUK, IKBKA, NFKBIKA, IKKA, IKK1, BPS2 | Component of nuclear factor kappa-B kinase complex | 1147.0 | ENSG00000213341 | mutation identified in 1 BPS2 patient and 1 family | ?Popliteal pterygium syndrome, Bartsocas-Papas type 2, 619339 (3), Autosomal recessive; ?Cocoon syndrome, 613630 (3), Autosomal recessive
chr10	CWF19L1	616120.0 | CWF19L1, C19L1, SCAR17 | CWF19-like cell cycle control factor 1 | 55280.0 | ENSG00000095485 | nan | Spinocerebellar ataxia, autosomal recessive 17, 616127 (3), Autosomal recessive
chr10	SNORA12	611330.0 | SNORA12 | Small nucleolar RNA, H/ACA box, 12 | 677800.0 | ENSG00000212464 | in intron 11 of CWF19L1 | nan
chr10	BLOC1S2	609768.0 | BLOC1S2, BLOS2 | Biogenesis of lysosome-related organelles complex 1, subunit 2 | 282991.0 | ENSG00000196072 | nan | nan
chr10	PKD2L1	604532.0 | PKD2L1, PKDL, PKD2L | Polycystin L | 9033.0 | ENSG00000107593 | nan | nan
chr10	SCD	604031.0 | SCD | Stearoyl-CoA desaturase | 6319.0 | ENSG00000099194 | pseudogene on chr.17 | nan
chr10	OLMALINC	616240.0 | OLMALINC, LINC00263, OLMALINCAS | Oligodendrocyte maturation-associated long intergenic noncoding RNA | 90271.0 | ENSG00000235823 | OLMALINCAS is on opposite strand overlapping exon 1 of OLMALINC | nan
chr10	WNT8B	601396.0 | WNT8B | Wingless-type MMTV integration site family, member 8B | 7479.0 | ENSG00000075290 | nan | nan
chr10	SEC31B	610258.0 | SEC31B, SEC31L2 | SEC31 homolog B, COPII coat complex component | 25956.0 | ENSG00000075826 | nan | nan
chr10	NDUFB8	602140.0 | NDUFB8, MC1DN32 | NADH-ubiquinone oxidoreductase subunit B8 | 4714.0 | ENSG00000166136 | previously assigned to 12q21 | Mitochondrial complex I deficiency, nuclear type 32, 618252 (3), Autosomal recessive
chr10	HIF1AN	606615.0 | HIF1AN, FIH1 | Hypoxia-inducible factor 1-alpha inhibitor | 55662.0 | ENSG00000166135 | nan | nan
chr10	PAX2	167409.0 | PAX2, PAPRS, FSGS7 | Paired box homeotic gene-2 | 5076.0 | ENSG00000075891 | nan | Glomerulosclerosis, focal segmental, 7, 616002 (3), Autosomal dominant; Papillorenal syndrome, 120330 (3), Autosomal dominant
chr10	SLF2	610348.0 | SLF2, FAM178A, C10orf6, ATELS1 | SMC5-SMC6 complex localization factor 2 | 55719.0 | ENSG00000119906 | nan | Atelis syndrome 1, 620184 (3), Autosomal recessive
chr10	SEMA4G	618991.0 | SEMA4G | Semaphorin 4G | 57715.0 | ENSG00000095539 | nan | nan
chr10	MRPL43	611848.0 | MRPL43 | Mitochondrial ribosomal protein L43 | 84545.0 | ENSG00000055950 | nan | nan
chr10	TWNK	606075.0 | TWNK, C10orf2, TWINKLE, PEOA3, IOSCA, MTDPS7, PRLTS5 | Twinkle mtDNA helicase | 56652.0 | ENSG00000107815 | PEO digenic with POLG | Mitochondrial DNA depletion syndrome 7 (hepatocerebral type), 271245 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3, 609286 (3), Autosomal dominant; Perrault syndrome 5, 616138 (3), Autosomal recessive
chr10	LZTS2	610454.0 | LZTS2, KIAA1813, LAPSER1 | Leucine zipper, putative tumor suppressor 2 | 84445.0 | ENSG00000107816 | nan | nan
chr10	PDZD7	612971.0 | PDZD7, DFNB57 | PDZ domain-containing 7 | 79955.0 | ENSG00000186862 | nan | Deafness, autosomal recessive 57, 618003 (3), Autosomal recessive; {Retinal disease in Usher syndrome type IIA, modifier of}, 276901 (3), Autosomal recessive; Usher syndrome, type IIC, GPR98/PDZD7 digenic, 605472 (3), Autosomal recessive, Digenic dominant
chr10	SFXN3	615571.0 | SFXN3 | Sideroflexin 3 | 81855.0 | ENSG00000107819 | nan | nan
chr10	KAZALD1	609208.0 | KAZALD1 | Kazal-type serine peptidase inhibitor domain 1 | 81621.0 | ENSG00000107821 | nan | nan
chr10	TLX1NB	612734.0 | TLX1NB, TD1 | TLX1 neighbor | 100038246.0 | ENSG00000236311 | nan | nan
chr10	TLX1	186770.0 | TLX1, HOX11, TCL3 | T-cell leukemia, homeobox 1 | 3195.0 | ENSG00000107807 | t(7;10) or t(10;4) in T-ALL | nan
chr10	ECTD5	614927.0 | ECTD5 | Ectodermal dysplasia 5, hair/nail type | 101101769.0 | nan | between D10S1239 and D10S1264 | Ectodermal dysplasia 5, hair/nail type, 614927 (2), Autosomal recessive
chr10	LBX1	604255.0 | LBX1, LBX1H, CCHS3 | Lady bird late, Drosophila, homolog of, 1 | 10660.0 | ENSG00000138136 | mutation identified in 1 CCHS3 family | ?Central hypoventilation syndrome, congenital, 3, 619483 (3), Autosomal recessive
chr10	BTRC	603482.0 | BTRC, BTRCP | Beta-transducin repeat-containing protein | 8945.0 | ENSG00000166167 | nan | nan
chr10	POLL	606343.0 | POLL | Polymerase, DNA, lambda | 27343.0 | ENSG00000166169 | nan | nan
chr10	DPCD	616467.0 | DPCD | Deleted in primary ciliary dyskinesia, mouse, homolog of | 25911.0 | ENSG00000166171 | nan | nan
